REF #,Date,Dog or Cat,Dog Name,Cat Name,Sex,Age (months),Distance Travelled (m),Owner Location,Vaccination Location,Commune,Previous Vaccination,Time Since Previous Vaccine,Last Vaccination Date,Spayed/Neutered
822,09-Nov-19,dog,Toto,,F,6,100,Ambarilava,Ambarilava,Moramanga,,,,
823,09-Nov-19,dog,Lemavo,,M,6,100,Ambarilava,Ambarilava,Moramanga,,,,
824,09-Nov-19,cat,,Mimibe,M,48,1000,Ambarilava,Ambarilava,Moramanga,,,,
825,09-Nov-19,cat,,Mimikely,M,6,800,Ambarilava,Ambarilava,Moramanga,,,,
826,09-Nov-19,cat,,Mimi,M,6,500,Ambarilava,Ambarilava,Moramanga,,,,
827,09-Nov-19,cat,,Miely,F,12,1000,Ambarilava,Ambarilava,Moramanga,,,,
828,09-Nov-19,dog,Pitou,,F,36,1000,Ambarilava,Ambarilava,Moramanga,,,,
829,09-Nov-19,dog,Rocky,,M,12,1000,Ambarilava,Ambarilava,Moramanga,,,,
830,09-Nov-19,dog,Mexi,,M,24,700,Ambarilava,Ambarilava,Moramanga,,,,
831,09-Nov-19,dog,Patou,,F,4,500,Ambarilava,Ambarilava,Moramanga,,,,
832,09-Nov-19,dog,Micky,,F,4,500,Ambarilava,Ambarilava,Moramanga,,,,
833,09-Nov-19,dog,Bil,,M,12,100,Ambarilava,Ambarilava,Moramanga,,,,
834,09-Nov-19,dog,Balto,,M,12,200,Ambarilava,Ambarilava,Moramanga,,,,
835,09-Nov-19,dog,Pitou,,M,12,,Ambarilava,Ambarilava,Moramanga,,,,
836,09-Nov-19,dog,Baby,,M,12,1000,Ambarilava,Ambarilava,Moramanga,,,,
837,09-Nov-19,dog,Elote,,M,12,1000,Ambarilava,Ambarilava,Moramanga,,,,
838,09-Nov-19,dog,Bolo,,M,12,700,Ambarilava,Ambarilava,Moramanga,,,,
839,09-Nov-19,dog,AB,,M,12,700,Ambarilava,Ambarilava,Moramanga,,,,
840,09-Nov-19,dog,Balou,,F,12,700,Ambarilava,Ambarilava,Moramanga,,,,
841,09-Nov-19,dog,Petit ,,M,24,700,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
842,09-Nov-19,dog,Mayah,,F,36,700,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
843,09-Nov-19,dog,Balome,,M,84,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
844,09-Nov-19,cat,,Mavo,M,24,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
845,09-Nov-19,dog,Micky,,F,24,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
846,09-Nov-19,dog,Pitou,,M,5,5,Ambarilava,Ambarilava,Moramanga,,,,
847,09-Nov-19,dog,Blacky,,M,24,700,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
848,09-Nov-19,dog,Locky,,F,12,700,Ambarilava,Ambarilava,Moramanga,,,,
849,09-Nov-19,dog,Bobby,,M,12,700,Ambarilava,Ambarilava,Moramanga,,,,
850,09-Nov-19,dog,Minou,,F,12,700,Ambarilava,Ambarilava,Moramanga,,,,
851,09-Nov-19,dog,Milou,,M,8,600,Ambarilava,Ambarilava,Moramanga,,,,
852,09-Nov-19,dog,MInou,,F,5,600,Ambarilava,Ambarilava,Moramanga,,,,
853,09-Nov-19,dog,Petit,,M,12,1000,Ambarilava,Ambarilava,Moramanga,,,,
854,09-Nov-19,dog,Billy,,F,24,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
855,09-Nov-19,dog,Totoh,,M,12,100,Ambarilava,Ambarilava,Moramanga,,,,
856,09-Nov-19,dog,Poony,,M,6,100,Ambarilava,Ambarilava,Moramanga,,,,
857,09-Nov-19,dog,totosy,,F,24,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
858,09-Nov-19,dog,Rocky,,M,12,700,Ambarilava,Ambarilava,Moramanga,,,,
859,09-Nov-19,dog,Floppy,,F,8,200,Ambarilava,Ambarilava,Moramanga,,,,
860,09-Nov-19,dog,Rocky,,F,24,2000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
861,09-Nov-19,dog,Balou,,F,4,2000,Ambarilava,Ambarilava,Moramanga,,,,
862,09-Nov-19,dog,Beky,,F,4,2000,Ambarilava,Ambarilava,Moramanga,,,,
863,09-Nov-19,dog,Pitou,,M,6,1000,Ambarilava,Ambarilava,Moramanga,,,,
864,09-Nov-19,dog,Borosy,,F,12,1000,Ambarilava,Ambarilava,Moramanga,,,,
865,09-Nov-19,dog,Balto,,M,36,500,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
866,09-Nov-19,dog,Jenne,,F,36,500,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
867,09-Nov-19,dog,Micky,,F,9,1000,Ambarilava,Ambarilava,Moramanga,,,,
868,09-Nov-19,dog,Milou,,F,5,1000,Ambarilava,Ambarilava,Moramanga,,,,
869,09-Nov-19,dog,Milou,,F,36,,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
870,09-Nov-19,dog,Micky,,F,36,,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
871,09-Nov-19,dog,Bobby,,M,12,500,Ambarilava,Ambarilava,Moramanga,,,,
872,09-Nov-19,dog,Micky,,F,5,500,Ambarilava,Ambarilava,Moramanga,,,,
873,09-Nov-19,dog,Black,,F,8,1000,Ambarilava,Ambarilava,Moramanga,,,,
874,09-Nov-19,dog,Micky,,F,18,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
875,09-Nov-19,dog,Sada,,F,18,1000,Ambarilava,Ambarilava,Moramanga,YES,19,01-Apr-18,
876,09-Nov-19,dog,Bemaso,,F,6,1000,Ambarilava,Ambarilava,Moramanga,,,,
877,09-Nov-19,dog,Milou,,F,24,1000,Ambarilava,Ambarilava,Moramanga,,,,
878,09-Nov-19,dog,Medor,,M,5,1000,Ambarilava,Ambarilava,Moramanga,,,,
879,09-Nov-19,dog,Bobby,,M,5,1000,Ambarilava,Ambarilava,Moramanga,,,,
880,12-Nov-19,cat,,Minou,M,12,50,Camp des marie,Camp des marie,Moramanga,,,,
881,12-Nov-19,cat,,Loloh,F,36,600,Camp des marie,Camp des marie,Moramanga,,,,
882,12-Nov-19,cat,,Peggy,F,24,600,Camp des marie,Camp des marie,Moramanga,,,,
883,12-Nov-19,cat,,Ioonn,F,24,500,Camp des marie,Camp des marie,Moramanga,,,,
884,12-Nov-19,cat,,Minah,F,12,100,Camp des marie,Camp des marie,Moramanga,,,,
885,12-Nov-19,dog,Totoh,,M,36,500,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
886,12-Nov-19,cat,,Minette,F,60,500,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
887,12-Nov-19,dog,Bobby,,F,48,500,Camp des marie,Camp des marie,Moramanga,,,,
888,12-Nov-19,cat,,Mimi,F,4,500,Camp des marie,Camp des marie,Moramanga,,,,
889,12-Nov-19,cat,,Fofotsy,M,18,500,Camp des marie,Camp des marie,Moramanga,,,,
890,12-Nov-19,cat,,Pepette,F,6,100,Camp des marie,Camp des marie,Moramanga,,,,
891,12-Nov-19,cat,,Bota,M,6,100,Camp des marie,Camp des marie,Moramanga,,,,
892,12-Nov-19,cat,,Donga maloto,M,6,100,Camp des marie,Camp des marie,Moramanga,,,,
893,12-Nov-19,dog,Toopie,,M,24,500,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
894,12-Nov-19,dog,Micky,,F,12,500,Camp des marie,Camp des marie,Moramanga,,,,
895,12-Nov-19,dog,Legende,,M,36,600,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
896,12-Nov-19,dog,Roxie,,F,12,1500,Camp des marie,Camp des marie,Moramanga,,,,
897,12-Nov-19,dog,Rocky,,F,4,800,Camp des marie,Camp des marie,Moramanga,,,,
898,12-Nov-19,dog,Micky,,F,48,,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
899,12-Nov-19,dog,Black,,M,12,100,Camp des marie,Camp des marie,Moramanga,,,,
900,12-Nov-19,dog,Plutôt,,F,24,100,Camp des marie,Camp des marie,Moramanga,,,,
901,12-Nov-19,dog,Poussy,,M,8,1000,Camp des marie,Camp des marie,Moramanga,,,,
902,12-Nov-19,dog,Belou,,F,8,1000,Camp des marie,Camp des marie,Moramanga,,,,
903,12-Nov-19,dog,Milou,,F,48,300,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
904,12-Nov-19,dog,Billy,,M,60,500,Camp des marie,Camp des marie,Moramanga,,,,
905,12-Nov-19,dog,Turbo,,F,36,1000,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
906,12-Nov-19,cat,,Sedide,F,24,1000,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
907,12-Nov-19,dog,Ploty,,M,12,700,Camp des marie,Camp des marie,Moramanga,,,,
908,12-Nov-19,dog,Pirate,,M,4,,Camp des marie,Camp des marie,Moramanga,,,,
909,12-Nov-19,dog,Rocky,,F,4,,Camp des marie,Camp des marie,Moramanga,,,,
910,12-Nov-19,dog,Medor,,F,24,700,Camp des marie,Camp des marie,Moramanga,,,,
911,12-Nov-19,dog,Bicko,,M,12,500,Camp des marie,Camp des marie,Moramanga,,,,
912,12-Nov-19,dog,Pablo,,M,9,500,Camp des marie,Camp des marie,Moramanga,,,,
913,12-Nov-19,dog,Jogo,,F,36,500,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
914,12-Nov-19,dog,Jaguar,,F,8,500,Camp des marie,Camp des marie,Moramanga,,,,
915,12-Nov-19,dog,Micky,,F,4,700,Camp des marie,Camp des marie,Moramanga,,,,
916,12-Nov-19,dog,Micky,,M,8,300,Camp des marie,Camp des marie,Moramanga,,,,
917,12-Nov-19,dog,Milou,,F,12,500,Camp des marie,Camp des marie,Moramanga,,,,
918,12-Nov-19,dog,boule,,M,4,,Camp des marie,Camp des marie,Moramanga,,,,
919,12-Nov-19,dog,Minou,,F,12,20,Camp des marie,Camp des marie,Moramanga,,,,
920,12-Nov-19,dog,Rex,,M,60,700,Camp des marie,Camp des marie,Moramanga,,,,
921,12-Nov-19,dog,Ringo,,M,84,200,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
922,12-Nov-19,dog,Boule,,M,24,200,Camp des marie,Camp des marie,Moramanga,YES,19,01-Apr-18,
923,12-Nov-19,dog,Dolby,,M,4,200,Camp des marie,Camp des marie,Moramanga,,,,
924,12-Nov-19,dog,Micky,,M,4,200,Camp des marie,Camp des marie,Moramanga,,,,
925,12-Nov-19,dog,Saounne,,F,48,1000,Camp des marie,Camp des marie,Moramanga,,,,
926,12-Nov-19,dog,Rocky,,M,5,200,Camp des marie,Camp des marie,Moramanga,,,,
927,12-Nov-19,dog,Cani,,M,5,700,Camp des marie,Camp des marie,Moramanga,,,,
928,16-Nov-19,dog,Matosy,,M,72,700,Antsirinala,Antsirinala,Ambohibary,,,,
929,16-Nov-19,dog,Comba,,M,60,300,Antsirinala,Antsirinala,Ambohibary,,,,
930,16-Nov-19,dog,Milou,,M,36,300,Antsirinala,Antsirinala,Ambohibary,,,,
931,16-Nov-19,dog,Tosy,,M,60,200,Antsirinala,Antsirinala,Ambohibary,,,,
932,16-Nov-19,dog,Bob,,M,120,200,Antsirinala,Antsirinala,Ambohibary,,,,
933,16-Nov-19,dog,Milou,,M,18,,Antsirinala,Antsirinala,Ambohibary,,,,
934,16-Nov-19,dog,Rocky,,M,12,100,Antsirinala,Antsirinala,Ambohibary,,,,
935,16-Nov-19,cat,,Mota,F,12,700,Antsirinala,Antsirinala,Ambohibary,,,,
936,16-Nov-19,cat,,Dorye,F,7,700,Antsirinala,Antsirinala,Ambohibary,,,,
937,16-Nov-19,cat,,Mara,F,12,500,Antsirinala,Antsirinala,Ambohibary,,,,
938,16-Nov-19,cat,,Mimi,M,24,400,Antsirinala,Antsirinala,Ambohibary,,,,
939,16-Nov-19,cat,,Tigri,M,12,300,Antsirinala,Antsirinala,Ambohibary,,,,
940,16-Nov-19,cat,,Suzane,F,12,300,Antsirinala,Antsirinala,Ambohibary,,,,
941,16-Nov-19,cat,,Minou,F,12,,Antsirinala,Antsirinala,Ambohibary,,,,
942,16-Nov-19,dog,Rocky,,M,24,300,Antsirinala,Antsirinala,Ambohibary,,,,
943,16-Nov-19,cat,,Minet,M,8,300,Antsirinala,Antsirinala,Ambohibary,,,,
944,16-Nov-19,dog,Fatsy,,F,48,200,Antsirinala,Antsirinala,Ambohibary,,,,
945,16-Nov-19,dog,Milou,,M,12,200,Antsirinala,Antsirinala,Ambohibary,,,,
946,16-Nov-19,cat,,Mimi,M,4,200,Antsirinala,Antsirinala,Ambohibary,,,,
947,16-Nov-19,cat,,Mavo,M,8,200,Antsirinala,Antsirinala,Ambohibary,,,,
948,16-Nov-19,dog,Milou,,M,24,600,Antsirinala,Antsirinala,Ambohibary,,,,
949,16-Nov-19,cat,,Tsoutsou,M,4,600,Antsirinala,Antsirinala,Ambohibary,,,,
950,16-Nov-19,dog,Black,,M,24,5,Antsirinala,Antsirinala,Ambohibary,,,,
951,16-Nov-19,dog,Bolo,,M,24,5,Antsirinala,Antsirinala,Ambohibary,,,,
952,16-Nov-19,dog,Milou,,F,12,5,Antsirinala,Antsirinala,Ambohibary,,,,
953,16-Nov-19,cat,,Mimie,M,36,5,Antsirinala,Antsirinala,Ambohibary,,,,
954,16-Nov-19,cat,,Minette,F,24,5,Antsirinala,Antsirinala,Ambohibary,,,,
955,16-Nov-19,dog,Blou,,M,24,200,Antsirinala,Antsirinala,Ambohibary,,,,
956,16-Nov-19,cat,,Beloha,M,12,200,Antsirinala,Antsirinala,Ambohibary,,,,
957,16-Nov-19,dog,Joue,,F,36,10,Antsirinala,Antsirinala,Ambohibary,,,,
958,16-Nov-19,dog,Milou,,F,6,10,Antsirinala,Antsirinala,Ambohibary,,,,
959,16-Nov-19,cat,,Bouba,M,24,10,Antsirinala,Antsirinala,Ambohibary,,,,
960,16-Nov-19,dog,Mainty,,F,48,1000,Antsirinala,Antsirinala,Ambohibary,YES,11,01-Dec-18,
961,16-Nov-19,dog,Fox,,F,36,2000,Antsirinala,Antsirinala,Ambohibary,,,,
962,16-Nov-19,dog,Bobby,,M,72,800,Antsirinala,Antsirinala,Ambohibary,,,,
963,16-Nov-19,dog,Maromaso,,M,24,300,Antsirinala,Antsirinala,Ambohibary,,,,
964,16-Nov-19,dog,Bobby,,M,18,300,Antsirinala,Antsirinala,Ambohibary,,,,
965,16-Nov-19,dog,Badoda,,F,4,300,Antsirinala,Antsirinala,Ambohibary,,,,
966,16-Nov-19,cat,,Vanga mavo,M,36,300,Antsirinala,Antsirinala,Ambohibary,,,,
967,16-Nov-19,cat,,Mainty,M,36,300,Antsirinala,Antsirinala,Ambohibary,,,,
968,16-Nov-19,dog,Roxi,,M,12,300,Antsirinala,Antsirinala,Ambohibary,,,,
969,16-Nov-19,dog,Rex,,F,60,300,Antsirinala,Antsirinala,Ambohibary,,,,
970,16-Nov-19,dog,Totoh,,M,36,700,Antsirinala,Antsirinala,Ambohibary,,,,
971,16-Nov-19,dog,Bixi,,F,5,300,Antsirinala,Antsirinala,Ambohibary,,,,
972,16-Nov-19,dog,Vanga,,M,24,300,Antsirinala,Antsirinala,Ambohibary,,,,
973,16-Nov-19,dog,Mbilo,,M,36,100,Antsirinala,Antsirinala,Ambohibary,,,,
974,16-Nov-19,dog,Loulou,,M,18,100,Antsirinala,Antsirinala,Ambohibary,,,,
975,16-Nov-19,dog,De rien,,M,4,700,Antsirinala,Antsirinala,Ambohibary,,,,
976,16-Nov-19,dog,Mavo,,M,72,100,Antsirinala,Antsirinala,Ambohibary,,,,
977,16-Nov-19,cat,,Bebe koko,M,12,100,Antsirinala,Antsirinala,Ambohibary,,,,
978,16-Nov-19,dog,Patou,,F,24,,Antsirinala,Antsirinala,Ambohibary,,,,
979,16-Nov-19,dog,Grity,,F,6,,Antsirinala,Antsirinala,Ambohibary,,,,
980,16-Nov-19,dog,Tosy,,M,18,,Antsirinala,Antsirinala,Ambohibary,,,,
981,16-Nov-19,dog,Pitou,,F,12,800,Antsirinala,Antsirinala,Ambohibary,,,,
982,16-Nov-19,dog,Patou,,M,24,800,Antsirinala,Antsirinala,Ambohibary,,,,
983,16-Nov-19,dog,Bouba,,M,4,800,Antsirinala,Antsirinala,Ambohibary,,,,
984,16-Nov-19,dog,Milou,,M,8,700,Antsirinala,Antsirinala,Ambohibary,,,,
985,16-Nov-19,dog,Karenjy,,F,18,700,Antsirinala,Antsirinala,Ambohibary,,,,
986,16-Nov-19,dog,Milou,,M,10,500,Antsirinala,Antsirinala,Ambohibary,,,,
987,19-Nov-19,dog,Maromaso,,F,12,700,Ampitambe,,Ambohibary,,,,
988,19-Nov-19,dog,Lezoma,,F,18,700,Ampitambe,Ampitambe,Ambohibary,,,,
989,19-Nov-19,dog,Merona,,M,11,700,Ampitambe,Ampitambe,Ambohibary,,,,
990,19-Nov-19,dog,Voamba,,M,11,700,Ampitambe,Ampitambe,Ambohibary,,,,
991,19-Nov-19,dog,Mavo,,M,36,500,Ampitambe,Ampitambe,Ambohibary,YES,19,01-Apr-18,
992,19-Nov-19,dog,Bevolo,,F,36,500,Ampitambe,Ampitambe,Ambohibary,YES,19,01-Apr-18,
993,19-Nov-19,dog,Menaloha,,M,12,200,Ampitambe,Ampitambe,Ambohibary,,,,
994,19-Nov-19,dog,Kaminty,,F,36,200,Ampitambe,Ampitambe,Ambohibary,,,,
995,19-Nov-19,dog,Milou,,M,4,700,Ampitambe,Ampitambe,Ambohibary,,,,
996,19-Nov-19,dog,Totoh,,M,12,500,Ampitambe,Ampitambe,Ambohibary,,,,
997,19-Nov-19,dog,Kafotsy,,M,48,700,Ampitambe,Ampitambe,Ambohibary,YES,16,01-Jul-18,YES
998,19-Nov-19,dog,Box,,M,4,100,Ampitambe,Ampitambe,Ambohibary,,,,
999,19-Nov-19,dog,Kamavo,,F,12,100,Ampitambe,Ampitambe,Ambohibary,,,,
1000,19-Nov-19,dog,Kapiteny,,M,10,700,Ampitambe,Ampitambe,Ambohibary,,,,
1001,19-Nov-19,dog,Jiro,,M,48,100,Ampitambe,Ampitambe,Ambohibary,,,,
1002,19-Nov-19,dog,Nex,,M,10,600,Ampitambe,Ampitambe,Ambohibary,,,,
1003,19-Nov-19,dog,Maromaso,,M,60,800,Ampitambe,Ampitambe,Ambohibary,YES,16,01-Jul-18,YES
1004,19-Nov-19,dog,Milou,,M,84,700,Ampitambe,Ampitambe,Ambohibary,YES,16,01-Jul-18,YES
1005,19-Nov-19,dog,Tonga ho azy,,M,5,400,Ampitambe,Ampitambe,Ambohibary,,,,
1006,19-Nov-19,dog,Maromaso,,F,36,900,Ampitambe,Ampitambe,Ambohibary,,,,
1007,19-Nov-19,dog,Jiloh,,F,7,700,Ampitambe,Ampitambe,Ambohibary,,,,
1008,19-Nov-19,dog,Booby,,F,7,700,Ampitambe,Ampitambe,Ambohibary,,,,
1009,19-Nov-19,dog,Kapsily,,F,7,1000,Ampitambe,Ampitambe,Ambohibary,,,,
1010,19-Nov-19,dog,Totoh,,M,24,700,Ampitambe,Ampitambe,Ambohibary,,,,
1011,19-Nov-19,dog,Menabe,,M,60,700,Ampitambe,Ampitambe,Ambohibary,,,,
1012,19-Nov-19,dog,Milou,,M,24,900,Ampitambe,Ampitambe,Ambohibary,,,,
1013,19-Nov-19,dog,Bonie,,F,12,500,Ampitambe,Ampitambe,Ambohibary,,,,
1014,19-Nov-19,dog,Merona,,M,12,800,Ampitambe,Ampitambe,Ambohibary,,,,
1015,19-Nov-19,dog,Boulou,,M,18,800,Ampitambe,Ampitambe,Ambohibary,,,,
1016,19-Nov-19,dog,Bella,,F,18,800,Ampitambe,Ampitambe,Ambohibary,,,,
1017,19-Nov-19,dog,Bango,,M,18,800,Ampitambe,Ampitambe,Ambohibary,,,,
1018,19-Nov-19,cat,,Mimi,F,60,500,Ampitambe,Ampitambe,Ambohibary,,,,
1019,19-Nov-19,dog,Toto,,M,48,800,Ampitambe,Ampitambe,Ambohibary,,,,
1020,19-Nov-19,dog,Toto,,M,36,800,Ampitambe,Ampitambe,Ambohibary,,,,
1021,19-Nov-19,dog,Toto,,M,36,800,Ampitambe,Ampitambe,Ambohibary,,,,
1022,19-Nov-19,dog,Beethoven,,M,12,700,Ampitambe,Ampitambe,Ambohibary,,,,
1023,19-Nov-19,dog,MAromaso,,F,5,900,Ampitambe,Ampitambe,Ambohibary,,,,
1024,19-Nov-19,dog,Vitrika,,M,5,800,Ampitambe,Ampitambe,Ambohibary,,,,
1025,19-Nov-19,dog,Bevolo,,M,36,900,Ampitambe,Ampitambe,Ambohibary,,,,
1026,19-Nov-19,dog,Maromaso,,M,12,800,Ampitambe,Ampitambe,Ambohibary,,,,
1027,19-Nov-19,dog,Piston,,F,4,700,Ampitambe,Ampitambe,Ambohibary,,,,
1028,19-Nov-19,dog,Boobie,,M,4,700,Ampitambe,Ampitambe,Ambohibary,,,,
1029,20-Nov-19,dog,Lolly,,F,24,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1030,20-Nov-19,dog,Perey,,F,18,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1031,20-Nov-19,dog,Tigre,,M,36,500,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1032,20-Nov-19,dog,Beloha,,F,12,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1033,20-Nov-19,dog,Milou,,M,60,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1034,20-Nov-19,dog,Blanco,,F,4,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1035,20-Nov-19,dog,Boffie,,F,48,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1036,20-Nov-19,dog,Totoh,,F,3,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1037,20-Nov-19,dog,Tex,,F,6,600,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1038,20-Nov-19,dog,Patron,,F,3,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1039,20-Nov-19,dog,Le batsam,,M,12,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1040,20-Nov-19,dog,Bobi,,F,24,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1041,20-Nov-19,dog,Micky,,F,24,400,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,13-Apr-18,
1042,20-Nov-19,dog,Micky,,M,36,100,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1043,20-Nov-19,dog,Tom,,F,60,700,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1044,20-Nov-19,dog,Tommy,,M,24,700,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1045,20-Nov-19,dog,Milou,,F,24,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1046,20-Nov-19,dog,Gara,,F,24,500,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,13-Apr-18,
1047,20-Nov-19,dog,Rox,,M,12,500,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1048,20-Nov-19,dog,Totoh,,M,12,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1049,20-Nov-19,dog,Bitika,,F,24,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1050,20-Nov-19,dog,Kekely,,F,18,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1051,20-Nov-19,dog,Buldor,,F,18,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1052,20-Nov-19,dog,Totoh,,M,24,100,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1053,20-Nov-19,dog,Totoh,,M,36,100,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1054,20-Nov-19,dog,Milou,,F,36,200,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1055,20-Nov-19,dog,Bobby,,F,60,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1056,20-Nov-19,dog,Malok'ila,,F,48,700,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1057,20-Nov-19,dog,Google,,F,60,700,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1058,20-Nov-19,dog,Totoh,,F,24,500,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,13-Apr-18,
1059,20-Nov-19,dog,Mimi,,M,36,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1060,20-Nov-19,dog,Micky,,F,12,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1061,20-Nov-19,cat,,Michou,F,72,800,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1062,20-Nov-19,cat,,Minou,F,3,800,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1063,20-Nov-19,dog,Souris,,M,12,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1064,20-Nov-19,dog,Totoh,,F,60,400,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1065,20-Nov-19,dog,Miaramila,,M,24,400,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,01-Apr-18,
1066,20-Nov-19,dog,Brax,,F,36,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1067,20-Nov-19,dog,Minah,,F,36,600,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1068,20-Nov-19,dog,Totoh,,M,24,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1069,20-Nov-19,dog,Pedro,,M,24,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1070,20-Nov-19,dog,Fifi,,F,11,800,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1071,21-Nov-19,dog,Pendina,,F,96,100,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1072,21-Nov-19,cat,,Polety,F,12,100,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1073,21-Nov-19,cat,,Violety,F,12,100,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1074,21-Nov-19,cat,,Minous,F,12,200,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1075,21-Nov-19,dog,Tox,,M,8,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1076,21-Nov-19,dog,Tonga ho azy,,M,36,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1077,21-Nov-19,dog,Milou,,F,24,600,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1078,21-Nov-19,dog,Blitossy,,F,24,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1079,21-Nov-19,dog,Black,,F,4,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1080,21-Nov-19,dog,Balou,,F,12,400,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1081,21-Nov-19,dog,Pitou,,M,12,700,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1082,21-Nov-19,dog,Milou,,M,72,300,Ambodiakondro,Ambodiakondro,Moramanga,YES,19,13-Apr-18,
1083,21-Nov-19,dog,Brousse,,F,72,300,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1084,21-Nov-19,dog,Kely,,M,72,300,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1085,21-Nov-19,dog,Balou,,M,36,300,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1086,21-Nov-19,dog,Basy,,M,7,800,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1087,21-Nov-19,dog,Milou,,M,60,300,Ambodiakondro,Ambodiakondro,Moramanga,,,,
1088,21-Nov-19,dog,Rocky,,M,11,300,Ambodiakondro,Ambodiakondro,Moramanga,,,,
